-1.19,0.000209
-1.18,0.000209
-1.17,0.00021
-1.16,0.00021
-1.15,0.000211
-1.14,0.000211
-1.13,0.000211
-1.12,0.000211
-1.11,0.000212
-1.1,0.000212
-1.09,0.000212
-1.08,0.000213
-1.07,0.000213
-1.06,0.000213
-1.05,0.000213
-1.04,0.000214
-1.03,0.000214
-1.02,0.000214
-1.01,0.000215
-1.0,0.000215
-0.99,0.000215
-0.98,0.000215
-0.97,0.000216
-0.96,0.000216
-0.95,0.000216
-0.94,0.000216
-0.93,0.000216
-0.92,0.000217
-0.91,0.000217
-0.9,0.000217
-0.89,0.000217
-0.88,0.000218
-0.87,0.000218
-0.86,0.000218
-0.85,0.000218
-0.84,0.000219
-0.83,0.000219
-0.82,0.000219
-0.81,0.00022
-0.8,0.00022
-0.79,0.00022
-0.78,0.000221
-0.77,0.000221
-0.76,0.000221
-0.75,0.000222
-0.74,0.000222
-0.73,0.000223
-0.72,0.000223
-0.71,0.000224
-0.7,0.000225
-0.69,0.000225
-0.68,0.000226
-0.67,0.000227
-0.66,0.000228
-0.65,0.000229
-0.64,0.00023
-0.63,0.000231
-0.62,0.000232
-0.61,0.000234
-0.6,0.000235
-0.59,0.000237
-0.58,0.000238
-0.57,0.00024
-0.56,0.000242
-0.55,0.000244
-0.54,0.000246
-0.53,0.000248
-0.52,0.000251
-0.51,0.000253
-0.5,0.000256
-0.49,0.000259
-0.48,0.000261
-0.47,0.000264
-0.46,0.000267
-0.45,0.00027
-0.44,0.000273
-0.43,0.000276
-0.42,0.000279
-0.41,0.000282
-0.4,0.000285
-0.39,0.000288
-0.38,0.000292
-0.37,0.000295
-0.36,0.000298
-0.35,0.000301
-0.34,0.000304
-0.33,0.000306
-0.32,0.000309
-0.31,0.000312
-0.3,0.000315
-0.29,0.000317
-0.28,0.00032
-0.27,0.000322
-0.26,0.000324
-0.25,0.000327
-0.24,0.000329
-0.23,0.000331
-0.22,0.000333
-0.21,0.000335
-0.2,0.000337
-0.19,0.000338
-0.18,0.00034
-0.17,0.000341
-0.16,0.000343
-0.15,0.000344
-0.14,0.000345
-0.13,0.000347
-0.12,0.000348
-0.11,0.000349
-0.1,0.00035
-0.09,0.00035
-0.08,0.000351
-0.07,0.000352
-0.06,0.000352
-0.05,0.000353
-0.04,0.000353
-0.03,0.000354
-0.02,0.000354
-0.01,0.000354
0.0,0.000354
0.01,0.000354
0.02,0.000354
0.03,0.000354
0.04,0.000354
0.05,0.000353
0.06,0.000353
0.07,0.000352
0.08,0.000352
0.09,0.000351
0.1,0.00035
0.11,0.00035
0.12,0.000349
0.13,0.000348
0.14,0.000347
0.15,0.000345
0.16,0.000344
0.17,0.000343
0.18,0.000341
0.19,0.00034
0.2,0.000338
0.21,0.000337
0.22,0.000335
0.23,0.000333
0.24,0.000331
0.25,0.000329
0.26,0.000327
0.27,0.000324
0.28,0.000322
0.29,0.00032
0.3,0.000317
0.31,0.000315
0.32,0.000312
0.33,0.000309
0.34,0.000306
0.35,0.000304
0.36,0.000301
0.37,0.000298
0.38,0.000295
0.39,0.000292
0.4,0.000288
0.41,0.000285
0.42,0.000282
0.43,0.000279
0.44,0.000276
0.45,0.000273
0.46,0.00027
0.47,0.000267
0.48,0.000264
0.49,0.000261
0.5,0.000259
0.51,0.000256
0.52,0.000253
0.53,0.000251
0.54,0.000248
0.55,0.000246
0.56,0.000244
0.57,0.000242
0.58,0.00024
0.59,0.000238
0.6,0.000237
0.61,0.000235
0.62,0.000234
0.63,0.000232
0.64,0.000231
0.65,0.00023
0.66,0.000229
0.67,0.000228
0.68,0.000227
0.69,0.000226
0.7,0.000225
0.71,0.000225
0.72,0.000224
0.73,0.000223
0.74,0.000223
0.75,0.000222
0.76,0.000222
0.77,0.000221
0.78,0.000221
0.79,0.000221
0.8,0.00022
0.81,0.00022
0.82,0.00022
0.83,0.000219
0.84,0.000219
0.85,0.000219
0.86,0.000218
0.87,0.000218
0.88,0.000218
0.89,0.000218
0.9,0.000217
0.91,0.000217
0.92,0.000217
0.93,0.000217
0.94,0.000216
0.95,0.000216
0.96,0.000216
0.97,0.000216
0.98,0.000216
0.99,0.000215
1.0,0.000215
1.01,0.000215
1.02,0.000215
1.03,0.000214
1.04,0.000214
1.05,0.000214
1.06,0.000213
1.07,0.000213
1.08,0.000213
1.09,0.000213
1.1,0.000212
1.11,0.000212
1.12,0.000212
1.13,0.000211
1.14,0.000211
1.15,0.000211
1.16,0.000211
1.17,0.00021
1.18,0.00021
1.19,0.000209
1.2,0.000209
